"";"Block";"FlowerFieldType";"Transect";"Species";"LifeStrategy";"Ecotype";"Phagy_Nickel";"FoodPlant_Nickel";"RedList";"tot.Count"
"520";5;"1yr-FAKT";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";11
"521";5;"1yr-FAKT";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";5
"522";5;"1yr-FAKT";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";2
"523";5;"1yr-FAKT";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";21
"524";5;"1yr-FAKT";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";28
"525";5;"1yr-FAKT";"control grass path";"R.albostriata";"stenotop";"MesO";"m1";"Poa pratensis";"*";2
"526";5;"1yr-FAKT";"field edge";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";2
"527";5;"1yr-FAKT";"field edge";"C.viridis";"oligotop";"MesO";"p";"Juncus, Carex";"*";1
"528";5;"1yr-FAKT";"field edge";"Elymana.sp";"";"";"";"";"";1
"529";5;"1yr-FAKT";"field edge";"H.elegantula";"oligotop";"MesS";"o1";"Poaceae";"*";1
"530";5;"1yr-FAKT";"field edge";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";2
"531";5;"1yr-FAKT";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"532";5;"1yr-FAKT";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";3
"533";5;"1yr-FAKT";"field edge";"M.sardus";"";"MesS";"o2?";"?";"*";1
"534";5;"1yr-FAKT";"field edge";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"535";5;"1yr-FAKT";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";4
"536";5;"1yr-FAKT";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";13
"537";5;"1yr-FAKT";"field edge";"Psammotettix.sp";"";"";"";"";"";2
"538";5;"1yr-FAKT";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";3
"539";5;"1yr-FAKT";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"540";5;"1yr-FAKT";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
"541";5;"1yr-FAKT";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";13
"542";5;"1yr-GM";"control grass path";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";1
"543";5;"1yr-GM";"control grass path";"D.pulicaris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"544";5;"1yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";2
"545";5;"1yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";12
"546";5;"1yr-GM";"control grass path";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"547";5;"1yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";3
"548";5;"1yr-GM";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"549";5;"1yr-GM";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
"550";5;"1yr-GM";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";2
"551";5;"1yr-GM";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";4
"552";5;"1yr-GM";"control grass path";"P.confinis";"eurytop";"MesO";"o1";"Poaceae";"*";2
"553";5;"1yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";23
"554";5;"1yr-GM";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";4
"555";5;"1yr-GM";"control grass path";"Psammotettix.sp";"";"";"";"";"";21
"556";5;"1yr-GM";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";2
"557";5;"1yr-GM";"field edge";"Aphrodes.sp";"";"";"";"";"";1
"558";5;"1yr-GM";"field edge";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";2
"559";5;"1yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";12
"560";5;"1yr-GM";"field edge";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"561";5;"1yr-GM";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";5
"562";5;"1yr-GM";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";1
"563";5;"1yr-GM";"field edge";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";1
"564";5;"1yr-GM";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
"565";5;"1yr-GM";"field edge";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"566";5;"1yr-GM";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";2
"567";5;"1yr-GM";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";15
"568";5;"1yr-GM";"field edge";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";1
"569";5;"1yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";12
"570";5;"1yr-GM";"field centre";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";1
"571";5;"1yr-GM";"field centre";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"572";5;"1yr-GM";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";2
"573";5;"1yr-GM";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";16
"574";5;"2yr-GM";"control grass path";"Aphrodes.sp";"";"";"";"";"";1
"575";5;"2yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";2
"576";5;"2yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";45
"577";5;"2yr-GM";"control grass path";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"578";5;"2yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"579";5;"2yr-GM";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";2
"580";5;"2yr-GM";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";11
"581";5;"2yr-GM";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"582";5;"2yr-GM";"control grass path";"P.confinis";"eurytop";"MesO";"o1";"Poaceae";"*";1
"583";5;"2yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";8
"584";5;"2yr-GM";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";7
"585";5;"2yr-GM";"control grass path";"Psammotettix.sp";"";"";"";"";"";26
"586";5;"2yr-GM";"control grass path";"Ribautodelphax.sp";"stenotop";"";"m1";"";"";1
"587";5;"2yr-GM";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";2
"588";5;"2yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";3
"589";5;"2yr-GM";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";2
"590";5;"2yr-GM";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";5
"591";5;"2yr-GM";"field edge";"Empoasca.sp";"";"";"";"";"";3
"592";5;"2yr-GM";"field edge";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"593";5;"2yr-GM";"field edge";"Macrosteles.sp";"";"";"";"";"";2
"594";5;"2yr-GM";"field edge";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"595";5;"2yr-GM";"field edge";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";1
"596";5;"2yr-GM";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";9
"597";5;"2yr-GM";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"598";5;"2yr-GM";"field centre";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";1
"599";5;"2yr-GM";"field centre";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";34
"600";5;"2yr-GM";"field centre";"G.ventralis";"oligotop";"MesO";"o1";"Poaceae";"*";1
"601";5;"2yr-GM";"field centre";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"602";5;"2yr-GM";"field centre";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"603";5;"2yr-GM";"field centre";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";1
"604";5;"2yr-GM";"field centre";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"605";5;"2yr-GM";"field centre";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"606";5;"2yr-GM";"field centre";"P.alienus";"";"UES";"o1";"Poaceae";"*";5
"607";5;"2yr-GM";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";9
"608";5;"2yr-GM";"field centre";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";3
"609";6;"1yr-FAKT";"control grass path";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";1
"610";6;"1yr-FAKT";"control grass path";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";1
"611";6;"1yr-FAKT";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";13
"612";6;"1yr-FAKT";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"613";6;"1yr-FAKT";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"614";6;"1yr-FAKT";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";24
"615";6;"1yr-FAKT";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";2
"616";6;"1yr-FAKT";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";5
"617";6;"1yr-FAKT";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";12
"618";6;"1yr-FAKT";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";1
"619";6;"1yr-FAKT";"control grass path";"Psammotettix.sp";"";"";"";"";"";12
"620";6;"1yr-FAKT";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";3
"621";6;"1yr-FAKT";"field edge";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";1
"622";6;"1yr-FAKT";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";4
"623";6;"1yr-FAKT";"field edge";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"624";6;"1yr-FAKT";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"625";6;"1yr-FAKT";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";22
"626";6;"1yr-FAKT";"field edge";"M.sardus";"";"MesS";"o2?";"?";"*";1
"627";6;"1yr-FAKT";"field edge";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";2
"628";6;"1yr-FAKT";"field edge";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";1
"629";6;"1yr-FAKT";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"630";6;"1yr-FAKT";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";3
"631";6;"1yr-FAKT";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";2
"632";6;"1yr-FAKT";"field centre";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";5
"633";6;"1yr-FAKT";"field centre";"D.hamata";"eurytop";"MesO";"o1";"Poaceae";"*";2
"634";6;"1yr-FAKT";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";35
"635";6;"1yr-FAKT";"field centre";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"636";6;"1yr-FAKT";"field centre";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";1
"637";6;"1yr-FAKT";"field centre";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";2
"638";6;"1yr-FAKT";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";6
"639";6;"1yr-FAKT";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";4
"640";6;"1yr-FAKT";"field centre";"P.alienus";"";"UES";"o1";"Poaceae";"*";3
"641";6;"1yr-FAKT";"field centre";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";2
"642";6;"1yr-GM";"control grass path";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";2
"643";6;"1yr-GM";"control grass path";"A.striifrons";"stenotop";"HygO";"m2";"Festuca arundinacea, F. pratensis?, F. rubra?";"V";1
"644";6;"1yr-GM";"control grass path";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";2
"645";6;"1yr-GM";"control grass path";"C.persimilis";"";"MesO";"m1";"Dactylis glomerata";"*";1
"646";6;"1yr-GM";"control grass path";"D.hamata";"eurytop";"MesO";"o1";"Poaceae";"*";1
"647";6;"1yr-GM";"control grass path";"D.pulicaris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"648";6;"1yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";7
"649";6;"1yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";10
"650";6;"1yr-GM";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";2
"651";6;"1yr-GM";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";5
"652";6;"1yr-GM";"control grass path";"M.sordidula";"stenotop";"MesO";"m1";"Arrhenatherum elatius";"V";1
"653";6;"1yr-GM";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"654";6;"1yr-GM";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";5
"655";6;"1yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";43
"656";6;"1yr-GM";"control grass path";"T.socialis";"oligotop";"MesO";"o1";"Poaceae";"*";1
"657";6;"1yr-GM";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";3
"658";6;"1yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";5
"659";6;"1yr-GM";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";2
"660";6;"1yr-GM";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";2
"661";6;"1yr-GM";"field edge";"E.pteridis";"";"UES";"p";"herbs";"*";2
"662";6;"1yr-GM";"field edge";"Emelyanoviana.sp";"";"";"";"";"";1
"663";6;"1yr-GM";"field edge";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"664";6;"1yr-GM";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";2
"665";6;"1yr-GM";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";8
"666";6;"1yr-GM";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";1
"667";6;"1yr-GM";"field edge";"S.bisonia";"changing";"MesS";"p";"Fabaceae, Rosaceae";"nb";3
"668";6;"1yr-GM";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"669";6;"1yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";7
"670";6;"1yr-GM";"field centre";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";2
"671";6;"1yr-GM";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";4
"672";6;"1yr-GM";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
"673";6;"1yr-GM";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";3
"674";6;"2yr-GM";"control grass path";"A.pascuellus";"eurytop";"MesO";"o1";"Poaceae";"*";1
"675";6;"2yr-GM";"control grass path";"A.striifrons";"stenotop";"HygO";"m2";"Festuca arundinacea, F. pratensis?, F. rubra?";"V";1
"676";6;"2yr-GM";"control grass path";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";2
"677";6;"2yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";8
"678";6;"2yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";13
"679";6;"2yr-GM";"control grass path";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"680";6;"2yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";3
"681";6;"2yr-GM";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";8
"682";6;"2yr-GM";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";22
"683";6;"2yr-GM";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";4
"684";6;"2yr-GM";"control grass path";"P.confinis";"eurytop";"MesO";"o1";"Poaceae";"*";1
"685";6;"2yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";9
"686";6;"2yr-GM";"control grass path";"Psammotettix.sp";"";"";"";"";"";18
"687";6;"2yr-GM";"field edge";"D.hamata";"eurytop";"MesO";"o1";"Poaceae";"*";2
"688";6;"2yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"689";6;"2yr-GM";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";7
"690";6;"2yr-GM";"field edge";"H.elegantula";"oligotop";"MesS";"o1";"Poaceae";"*";1
"691";6;"2yr-GM";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
"692";6;"2yr-GM";"field edge";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"693";6;"2yr-GM";"field edge";"Psammotettix.sp";"";"";"";"";"";1
"694";6;"2yr-GM";"field edge";"R.debilis";"";"MesS";"o1";"Rubus fruticosus, R. caesius";"*";1
"695";6;"2yr-GM";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";2
"696";6;"2yr-GM";"field centre";"Aphrodes.sp";"";"";"";"";"";2
"697";6;"2yr-GM";"field centre";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";2
"698";6;"2yr-GM";"field centre";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";2
"699";6;"2yr-GM";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";1
"700";6;"2yr-GM";"field centre";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"701";6;"3yr+";"control grass path";"D.exilis";"oligotop";"XerO";"m1";"Festuca ovina";"2";1
"702";6;"3yr+";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"703";6;"3yr+";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";26
"704";6;"3yr+";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
"705";6;"3yr+";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"706";6;"3yr+";"control grass path";"P.confinis";"eurytop";"MesO";"o1";"Poaceae";"*";3
"707";6;"3yr+";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";17
"708";6;"3yr+";"control grass path";"Psammotettix.sp";"";"";"";"";"";20
"709";6;"3yr+";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";6
"710";6;"3yr+";"field edge";"D.exilis";"oligotop";"XerO";"m1";"Festuca ovina";"2";1
"711";6;"3yr+";"field edge";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"712";6;"3yr+";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";9
"713";6;"3yr+";"field edge";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"714";6;"3yr+";"field edge";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";2
"715";6;"3yr+";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";2
"716";6;"3yr+";"field edge";"M.sordidula";"stenotop";"MesO";"m1";"Arrhenatherum elatius";"V";5
"717";6;"3yr+";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";2
"718";6;"3yr+";"field edge";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";3
"719";6;"3yr+";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";5
"720";6;"3yr+";"field edge";"R.imitans";"stenotop";"MesO";"m1";"Festuca arundinacea";"*";2
"721";6;"3yr+";"field edge";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";56
"722";6;"3yr+";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";6
"723";6;"3yr+";"field centre";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";1
"724";6;"3yr+";"field centre";"A.makarovi";"oligotop";"MesO";"p";"Urtica dioica, Taraxacum";"*";3
"725";6;"3yr+";"field centre";"A.pascuellus";"eurytop";"MesO";"o1";"Poaceae";"*";1
"726";6;"3yr+";"field centre";"A.ribauti";"oligotop";"MesO";"o2?";"Plantago, Fabaceae?, Lamiaceae?";"*";2
"727";6;"3yr+";"field centre";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";5
"728";6;"3yr+";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";1
"729";6;"3yr+";"field centre";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";3
"730";6;"3yr+";"field centre";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";1
"731";6;"3yr+";"field centre";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"732";6;"3yr+";"field centre";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";1
"733";6;"3yr+";"field centre";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"734";6;"3yr+";"field centre";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";1
"735";6;"3yr+";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";2
"736";6;"3yr+";"field centre";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";25
"737";6;"3yr+";"field centre";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"738";7;"1yr-FAKT";"control grass path";"A.pascuellus";"eurytop";"MesO";"o1";"Poaceae";"*";1
"739";7;"1yr-FAKT";"control grass path";"A.ribauti";"oligotop";"MesO";"o2?";"Plantago, Fabaceae?, Lamiaceae?";"*";1
"740";7;"1yr-FAKT";"control grass path";"D.pulicaris";"oligotop";"MesO";"o1";"Poaceae";"*";2
"741";7;"1yr-FAKT";"control grass path";"E.atropunctata";"";"MesS";"p";"herbs";"*";2
"742";7;"1yr-FAKT";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"743";7;"1yr-FAKT";"control grass path";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";6
"744";7;"1yr-FAKT";"control grass path";"E.notata";"oligotop";"MesO";"o2";"Hieracium pilosella, Leontodon?, Prunella?";"*";1
"745";7;"1yr-FAKT";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";13
"746";7;"1yr-FAKT";"control grass path";"Emelyanoviana.sp";"";"";"";"";"";3
"747";7;"1yr-FAKT";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";6
"748";7;"1yr-FAKT";"control grass path";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";2
"749";7;"1yr-FAKT";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";5
"750";7;"1yr-FAKT";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";19
"751";7;"1yr-FAKT";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";3
"752";7;"1yr-FAKT";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";3
"753";7;"1yr-FAKT";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";25
"754";7;"1yr-FAKT";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";5
"755";7;"1yr-FAKT";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";5
"756";7;"1yr-FAKT";"field edge";"D.hamata";"eurytop";"MesO";"o1";"Poaceae";"*";2
"757";7;"1yr-FAKT";"field edge";"E.affinis";"";"MesS";"p";"herbs, wood";"*";2
"758";7;"1yr-FAKT";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";8
"759";7;"1yr-FAKT";"field edge";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"760";7;"1yr-FAKT";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";6
"761";7;"1yr-FAKT";"field edge";"Emelyanoviana.sp";"";"";"";"";"";3
"762";7;"1yr-FAKT";"field edge";"Empoasca.sp";"";"";"";"";"";2
"763";7;"1yr-FAKT";"field edge";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";2
"764";7;"1yr-FAKT";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";3
"765";7;"1yr-FAKT";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";15
"766";7;"1yr-FAKT";"field edge";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";1
"767";7;"1yr-FAKT";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";4
"768";7;"1yr-FAKT";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";4
"769";7;"1yr-FAKT";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"770";7;"1yr-FAKT";"field centre";"E.affinis";"";"MesS";"p";"herbs, wood";"*";4
"771";7;"1yr-FAKT";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";18
"772";7;"1yr-FAKT";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";10
"773";7;"1yr-FAKT";"field centre";"Emelyanoviana.sp";"";"";"";"";"";2
"774";7;"1yr-FAKT";"field centre";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";6
"775";7;"1yr-FAKT";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";5
"776";7;"1yr-FAKT";"field centre";"Macrosteles.sp";"";"";"";"";"";12
"777";7;"1yr-FAKT";"field centre";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
